timestamp,testcase,workload,latency
"2022-05-06 16:46:46","snort-ids,firewall,tcpdump",wt,0.338
"2022-05-06 16:46:46","snort-ids,firewall,tcpdump",wt,0.288
"2022-05-06 16:46:46","snort-ids,firewall,tcpdump",wt,4.245
"2022-05-06 16:46:46","snort-ids,firewall,tcpdump",wt,0.325
"2022-05-06 16:46:46","snort-ids,firewall,tcpdump",wt,0.249
"2022-05-06 16:46:46","snort-ids,firewall,tcpdump",wt,0.236
"2022-05-06 16:46:46","snort-ids,firewall,tcpdump",wt,0.348
"2022-05-06 16:46:46","snort-ids,firewall,tcpdump",wt,0.206
"2022-05-06 16:47:52","snort-ids,firewall,tcpdump",wo,0.576
"2022-05-06 16:47:52","snort-ids,firewall,tcpdump",wo,0.750
"2022-05-06 16:47:52","snort-ids,firewall,tcpdump",wo,0.788
"2022-05-06 16:47:52","snort-ids,firewall,tcpdump",wo,0.633
"2022-05-06 16:47:52","snort-ids,firewall,tcpdump",wo,0.749
"2022-05-06 16:47:52","snort-ids,firewall,tcpdump",wo,0.614
"2022-05-06 16:47:52","snort-ids,firewall,tcpdump",wo,0.704
"2022-05-06 16:47:52","snort-ids,firewall,tcpdump",wo,0.706
"2022-05-06 16:47:52","snort-ids,firewall,tcpdump",wo,0.860
"2022-05-06 16:47:52","snort-ids,firewall,tcpdump",wo,0.767
"2022-05-06 16:48:10","snort-ids,firewall,tcpdump",wt,0.226
"2022-05-06 16:48:10","snort-ids,firewall,tcpdump",wt,0.267
"2022-05-06 16:48:10","snort-ids,firewall,tcpdump",wt,0.239
"2022-05-06 16:48:10","snort-ids,firewall,tcpdump",wt,0.332
"2022-05-06 16:48:10","snort-ids,firewall,tcpdump",wt,0.265
"2022-05-06 16:48:10","snort-ids,firewall,tcpdump",wt,0.297
"2022-05-06 16:48:10","snort-ids,firewall,tcpdump",wt,0.232
"2022-05-06 16:48:10","snort-ids,firewall,tcpdump",wt,0.269
"2022-05-06 16:48:10","snort-ids,firewall,tcpdump",wt,0.269
"2022-05-06 16:48:10","snort-ids,firewall,tcpdump",wt,0.215
"2022-05-06 17:03:01","snort-ids,tcpdump,firewall",wo,0.555
"2022-05-06 17:03:01","snort-ids,tcpdump,firewall",wo,0.728
"2022-05-06 17:03:01","snort-ids,tcpdump,firewall",wo,0.707
"2022-05-06 17:03:01","snort-ids,tcpdump,firewall",wo,0.717
"2022-05-06 17:03:01","snort-ids,tcpdump,firewall",wo,0.748
"2022-05-06 17:03:01","snort-ids,tcpdump,firewall",wo,0.648
"2022-05-06 17:03:01","snort-ids,tcpdump,firewall",wo,0.646
"2022-05-06 17:03:01","snort-ids,tcpdump,firewall",wo,0.723
"2022-05-06 17:03:01","snort-ids,tcpdump,firewall",wo,0.764
"2022-05-06 17:03:01","snort-ids,tcpdump,firewall",wo,0.552
"2022-05-06 17:03:29","snort-ids,tcpdump,firewall",wt,0.289
"2022-05-06 17:03:29","snort-ids,tcpdump,firewall",wt,0.251
"2022-05-06 17:03:29","snort-ids,tcpdump,firewall",wt,0.601
"2022-05-06 17:03:29","snort-ids,tcpdump,firewall",wt,0.194
"2022-05-06 17:03:29","snort-ids,tcpdump,firewall",wt,0.245
"2022-05-06 17:03:29","snort-ids,tcpdump,firewall",wt,0.267
"2022-05-06 17:03:29","snort-ids,tcpdump,firewall",wt,0.271
"2022-05-06 17:03:29","snort-ids,tcpdump,firewall",wt,0.259
"2022-05-06 17:03:29","snort-ids,tcpdump,firewall",wt,0.258
"2022-05-06 17:03:29","snort-ids,tcpdump,firewall",wt,0.264
"2022-05-06 17:04:51","snort-ids,tcpdump,firewall",wo,0.629
"2022-05-06 17:04:51","snort-ids,tcpdump,firewall",wo,0.772
"2022-05-06 17:04:51","snort-ids,tcpdump,firewall",wo,0.911
"2022-05-06 17:04:51","snort-ids,tcpdump,firewall",wo,0.951
"2022-05-06 17:04:51","snort-ids,tcpdump,firewall",wo,0.760
"2022-05-06 17:04:51","snort-ids,tcpdump,firewall",wo,0.621
"2022-05-06 17:04:51","snort-ids,tcpdump,firewall",wo,0.749
"2022-05-06 17:04:51","snort-ids,tcpdump,firewall",wo,1.222
"2022-05-06 17:04:51","snort-ids,tcpdump,firewall",wo,0.809
"2022-05-06 17:04:51","snort-ids,tcpdump,firewall",wo,0.825
"2022-05-06 17:05:09","snort-ids,tcpdump,firewall",wt,0.270
"2022-05-06 17:05:09","snort-ids,tcpdump,firewall",wt,0.339
"2022-05-06 17:05:09","snort-ids,tcpdump,firewall",wt,0.267
"2022-05-06 17:05:09","snort-ids,tcpdump,firewall",wt,0.313
"2022-05-06 17:05:09","snort-ids,tcpdump,firewall",wt,0.234
"2022-05-06 17:05:09","snort-ids,tcpdump,firewall",wt,0.323
"2022-05-06 17:05:09","snort-ids,tcpdump,firewall",wt,0.366
"2022-05-06 17:05:09","snort-ids,tcpdump,firewall",wt,0.249
"2022-05-06 17:05:09","snort-ids,tcpdump,firewall",wt,0.388
"2022-05-06 17:05:09","snort-ids,tcpdump,firewall",wt,0.266
"2022-05-06 17:06:19","snort-ids,tcpdump,firewall",wo,0.619
"2022-05-06 17:06:19","snort-ids,tcpdump,firewall",wo,0.779
"2022-05-06 17:06:19","snort-ids,tcpdump,firewall",wo,1.046
"2022-05-06 17:06:19","snort-ids,tcpdump,firewall",wo,0.738
"2022-05-06 17:06:19","snort-ids,tcpdump,firewall",wo,0.929
"2022-05-06 17:06:19","snort-ids,tcpdump,firewall",wo,0.708
"2022-05-06 17:06:19","snort-ids,tcpdump,firewall",wo,0.822
"2022-05-06 17:06:19","snort-ids,tcpdump,firewall",wo,0.792
"2022-05-06 17:06:19","snort-ids,tcpdump,firewall",wo,0.723
"2022-05-06 17:06:19","snort-ids,tcpdump,firewall",wo,0.624
"2022-05-06 17:06:37","snort-ids,tcpdump,firewall",wt,0.237
"2022-05-06 17:06:37","snort-ids,tcpdump,firewall",wt,0.244
"2022-05-06 17:06:37","snort-ids,tcpdump,firewall",wt,0.271
"2022-05-06 17:06:37","snort-ids,tcpdump,firewall",wt,0.277
"2022-05-06 17:06:37","snort-ids,tcpdump,firewall",wt,0.233
"2022-05-06 17:06:37","snort-ids,tcpdump,firewall",wt,0.261
"2022-05-06 17:06:37","snort-ids,tcpdump,firewall",wt,0.280
"2022-05-06 17:06:37","snort-ids,tcpdump,firewall",wt,0.499
"2022-05-06 17:06:37","snort-ids,tcpdump,firewall",wt,0.209
"2022-05-06 17:06:37","snort-ids,tcpdump,firewall",wt,0.237
"2022-05-06 17:07:52","snort-ids,tcpdump,firewall",wo,0.615
"2022-05-06 17:07:52","snort-ids,tcpdump,firewall",wo,0.711
"2022-05-06 17:07:52","snort-ids,tcpdump,firewall",wo,0.655
"2022-05-06 17:07:52","snort-ids,tcpdump,firewall",wo,0.754
"2022-05-06 17:07:52","snort-ids,tcpdump,firewall",wo,0.868
"2022-05-06 17:07:52","snort-ids,tcpdump,firewall",wo,0.839
"2022-05-06 17:07:52","snort-ids,tcpdump,firewall",wo,0.880
"2022-05-06 17:07:52","snort-ids,tcpdump,firewall",wo,0.848
"2022-05-06 17:07:52","snort-ids,tcpdump,firewall",wo,0.704
"2022-05-06 17:07:52","snort-ids,tcpdump,firewall",wo,0.824
"2022-05-06 17:08:10","snort-ids,tcpdump,firewall",wt,0.194
"2022-05-06 17:08:10","snort-ids,tcpdump,firewall",wt,0.251
"2022-05-06 17:08:10","snort-ids,tcpdump,firewall",wt,0.292
"2022-05-06 17:08:10","snort-ids,tcpdump,firewall",wt,0.266
"2022-05-06 17:08:10","snort-ids,tcpdump,firewall",wt,0.223
"2022-05-06 17:08:10","snort-ids,tcpdump,firewall",wt,0.339
"2022-05-06 17:08:10","snort-ids,tcpdump,firewall",wt,0.250
"2022-05-06 17:08:10","snort-ids,tcpdump,firewall",wt,0.347
"2022-05-06 17:08:10","snort-ids,tcpdump,firewall",wt,0.237
"2022-05-06 17:08:10","snort-ids,tcpdump,firewall",wt,0.240
"2022-05-06 17:09:20","snort-ids,tcpdump,firewall",wo,0.600
"2022-05-06 17:09:20","snort-ids,tcpdump,firewall",wo,0.948
"2022-05-06 17:09:20","snort-ids,tcpdump,firewall",wo,0.875
"2022-05-06 17:09:20","snort-ids,tcpdump,firewall",wo,0.710
"2022-05-06 17:09:20","snort-ids,tcpdump,firewall",wo,0.811
"2022-05-06 17:09:20","snort-ids,tcpdump,firewall",wo,0.792
"2022-05-06 17:09:20","snort-ids,tcpdump,firewall",wo,0.832
"2022-05-06 17:09:20","snort-ids,tcpdump,firewall",wo,0.788
"2022-05-06 17:09:20","snort-ids,tcpdump,firewall",wo,0.849
"2022-05-06 17:09:20","snort-ids,tcpdump,firewall",wo,0.837
"2022-05-06 17:09:38","snort-ids,tcpdump,firewall",wt,0.237
"2022-05-06 17:09:38","snort-ids,tcpdump,firewall",wt,0.282
"2022-05-06 17:09:38","snort-ids,tcpdump,firewall",wt,0.265
"2022-05-06 17:09:38","snort-ids,tcpdump,firewall",wt,0.491
"2022-05-06 17:09:38","snort-ids,tcpdump,firewall",wt,0.285
"2022-05-06 17:09:38","snort-ids,tcpdump,firewall",wt,0.282
"2022-05-06 17:09:38","snort-ids,tcpdump,firewall",wt,0.275
"2022-05-06 17:09:38","snort-ids,tcpdump,firewall",wt,0.280
"2022-05-06 17:09:38","snort-ids,tcpdump,firewall",wt,0.243
"2022-05-06 17:09:38","snort-ids,tcpdump,firewall",wt,0.272
"2022-05-06 17:12:44","netsniff-ng,suricata-ids,tcpdump",wo,0.331
"2022-05-06 17:12:44","netsniff-ng,suricata-ids,tcpdump",wo,0.649
"2022-05-06 17:12:44","netsniff-ng,suricata-ids,tcpdump",wo,0.326
"2022-05-06 17:12:44","netsniff-ng,suricata-ids,tcpdump",wo,0.332
"2022-05-06 17:12:44","netsniff-ng,suricata-ids,tcpdump",wo,0.328
"2022-05-06 17:12:44","netsniff-ng,suricata-ids,tcpdump",wo,0.258
"2022-05-06 17:12:44","netsniff-ng,suricata-ids,tcpdump",wo,0.562
"2022-05-06 17:12:44","netsniff-ng,suricata-ids,tcpdump",wo,0.449
"2022-05-06 17:12:44","netsniff-ng,suricata-ids,tcpdump",wo,0.330
"2022-05-06 17:12:44","netsniff-ng,suricata-ids,tcpdump",wo,0.316
"2022-05-06 17:13:02","netsniff-ng,suricata-ids,tcpdump",wt,0.167
"2022-05-06 17:13:02","netsniff-ng,suricata-ids,tcpdump",wt,0.204
"2022-05-06 17:13:02","netsniff-ng,suricata-ids,tcpdump",wt,4.026
"2022-05-06 17:13:02","netsniff-ng,suricata-ids,tcpdump",wt,0.179
"2022-05-06 17:13:02","netsniff-ng,suricata-ids,tcpdump",wt,0.228
"2022-05-06 17:13:02","netsniff-ng,suricata-ids,tcpdump",wt,0.268
"2022-05-06 17:13:02","netsniff-ng,suricata-ids,tcpdump",wt,0.148
"2022-05-06 17:13:02","netsniff-ng,suricata-ids,tcpdump",wt,0.195
"2022-05-06 17:13:02","netsniff-ng,suricata-ids,tcpdump",wt,0.225
"2022-05-06 17:13:02","netsniff-ng,suricata-ids,tcpdump",wt,0.178
"2022-05-06 17:14:06","netsniff-ng,suricata-ids,tcpdump",wo,0.328
"2022-05-06 17:14:06","netsniff-ng,suricata-ids,tcpdump",wo,0.542
"2022-05-06 17:14:06","netsniff-ng,suricata-ids,tcpdump",wo,0.442
"2022-05-06 17:14:06","netsniff-ng,suricata-ids,tcpdump",wo,0.404
"2022-05-06 17:14:06","netsniff-ng,suricata-ids,tcpdump",wo,0.444
"2022-05-06 17:14:06","netsniff-ng,suricata-ids,tcpdump",wo,0.346
"2022-05-06 17:14:06","netsniff-ng,suricata-ids,tcpdump",wo,0.572
"2022-05-06 17:14:06","netsniff-ng,suricata-ids,tcpdump",wo,0.390
"2022-05-06 17:14:06","netsniff-ng,suricata-ids,tcpdump",wo,0.509
"2022-05-06 17:14:06","netsniff-ng,suricata-ids,tcpdump",wo,0.282
"2022-05-06 17:14:24","netsniff-ng,suricata-ids,tcpdump",wt,0.165
"2022-05-06 17:14:24","netsniff-ng,suricata-ids,tcpdump",wt,0.231
"2022-05-06 17:14:24","netsniff-ng,suricata-ids,tcpdump",wt,0.210
"2022-05-06 17:14:24","netsniff-ng,suricata-ids,tcpdump",wt,0.160
"2022-05-06 17:14:24","netsniff-ng,suricata-ids,tcpdump",wt,0.136
"2022-05-06 17:14:24","netsniff-ng,suricata-ids,tcpdump",wt,0.171
"2022-05-06 17:14:24","netsniff-ng,suricata-ids,tcpdump",wt,0.184
"2022-05-06 17:14:24","netsniff-ng,suricata-ids,tcpdump",wt,0.244
"2022-05-06 17:14:24","netsniff-ng,suricata-ids,tcpdump",wt,0.173
"2022-05-06 17:14:24","netsniff-ng,suricata-ids,tcpdump",wt,0.177
"2022-05-06 17:15:36","netsniff-ng,suricata-ids,tcpdump",wo,0.319
"2022-05-06 17:15:36","netsniff-ng,suricata-ids,tcpdump",wo,0.547
"2022-05-06 17:15:36","netsniff-ng,suricata-ids,tcpdump",wo,0.426
"2022-05-06 17:15:36","netsniff-ng,suricata-ids,tcpdump",wo,0.304
"2022-05-06 17:15:36","netsniff-ng,suricata-ids,tcpdump",wo,0.463
"2022-05-06 17:15:36","netsniff-ng,suricata-ids,tcpdump",wo,0.404
"2022-05-06 17:15:36","netsniff-ng,suricata-ids,tcpdump",wo,0.382
"2022-05-06 17:15:36","netsniff-ng,suricata-ids,tcpdump",wo,0.496
"2022-05-06 17:15:36","netsniff-ng,suricata-ids,tcpdump",wo,0.316
"2022-05-06 17:15:36","netsniff-ng,suricata-ids,tcpdump",wo,0.636
"2022-05-06 17:15:54","netsniff-ng,suricata-ids,tcpdump",wt,0.177
"2022-05-06 17:15:54","netsniff-ng,suricata-ids,tcpdump",wt,0.312
"2022-05-06 17:15:54","netsniff-ng,suricata-ids,tcpdump",wt,0.153
"2022-05-06 17:15:54","netsniff-ng,suricata-ids,tcpdump",wt,0.172
"2022-05-06 17:15:54","netsniff-ng,suricata-ids,tcpdump",wt,0.184
"2022-05-06 17:15:54","netsniff-ng,suricata-ids,tcpdump",wt,0.189
"2022-05-06 17:15:54","netsniff-ng,suricata-ids,tcpdump",wt,0.276
"2022-05-06 17:15:54","netsniff-ng,suricata-ids,tcpdump",wt,0.183
"2022-05-06 17:15:54","netsniff-ng,suricata-ids,tcpdump",wt,0.164
"2022-05-06 17:15:54","netsniff-ng,suricata-ids,tcpdump",wt,0.132
"2022-05-06 17:17:06","netsniff-ng,suricata-ids,tcpdump",wo,0.255
"2022-05-06 17:17:06","netsniff-ng,suricata-ids,tcpdump",wo,0.355
"2022-05-06 17:17:06","netsniff-ng,suricata-ids,tcpdump",wo,0.609
"2022-05-06 17:17:06","netsniff-ng,suricata-ids,tcpdump",wo,0.503
"2022-05-06 17:17:06","netsniff-ng,suricata-ids,tcpdump",wo,0.423
"2022-05-06 17:17:06","netsniff-ng,suricata-ids,tcpdump",wo,0.380
"2022-05-06 17:17:06","netsniff-ng,suricata-ids,tcpdump",wo,0.391
"2022-05-06 17:17:06","netsniff-ng,suricata-ids,tcpdump",wo,0.439
"2022-05-06 17:17:06","netsniff-ng,suricata-ids,tcpdump",wo,0.665
"2022-05-06 17:17:06","netsniff-ng,suricata-ids,tcpdump",wo,0.605
"2022-05-06 17:17:24","netsniff-ng,suricata-ids,tcpdump",wt,0.215
"2022-05-06 17:17:24","netsniff-ng,suricata-ids,tcpdump",wt,0.171
"2022-05-06 17:17:24","netsniff-ng,suricata-ids,tcpdump",wt,0.176
"2022-05-06 17:17:24","netsniff-ng,suricata-ids,tcpdump",wt,0.158
"2022-05-06 17:17:24","netsniff-ng,suricata-ids,tcpdump",wt,0.164
"2022-05-06 17:17:24","netsniff-ng,suricata-ids,tcpdump",wt,0.153
"2022-05-06 17:17:24","netsniff-ng,suricata-ids,tcpdump",wt,0.181
"2022-05-06 17:17:24","netsniff-ng,suricata-ids,tcpdump",wt,0.166
"2022-05-06 17:17:24","netsniff-ng,suricata-ids,tcpdump",wt,0.212
"2022-05-06 17:17:24","netsniff-ng,suricata-ids,tcpdump",wt,0.141
"2022-05-06 17:18:37","netsniff-ng,suricata-ids,tcpdump",wo,0.373
"2022-05-06 17:18:37","netsniff-ng,suricata-ids,tcpdump",wo,0.393
"2022-05-06 17:18:37","netsniff-ng,suricata-ids,tcpdump",wo,0.591
"2022-05-06 17:18:37","netsniff-ng,suricata-ids,tcpdump",wo,0.381
"2022-05-06 17:18:37","netsniff-ng,suricata-ids,tcpdump",wo,0.377
"2022-05-06 17:18:37","netsniff-ng,suricata-ids,tcpdump",wo,0.400
"2022-05-06 17:18:37","netsniff-ng,suricata-ids,tcpdump",wo,0.550
"2022-05-06 17:18:37","netsniff-ng,suricata-ids,tcpdump",wo,0.574
"2022-05-06 17:18:37","netsniff-ng,suricata-ids,tcpdump",wo,0.401
"2022-05-06 17:18:37","netsniff-ng,suricata-ids,tcpdump",wo,0.467
"2022-05-06 17:18:54","netsniff-ng,suricata-ids,tcpdump",wt,0.220
"2022-05-06 17:18:54","netsniff-ng,suricata-ids,tcpdump",wt,0.207
"2022-05-06 17:18:54","netsniff-ng,suricata-ids,tcpdump",wt,0.168
"2022-05-06 17:18:54","netsniff-ng,suricata-ids,tcpdump",wt,0.168
"2022-05-06 17:18:54","netsniff-ng,suricata-ids,tcpdump",wt,0.127
"2022-05-06 17:18:54","netsniff-ng,suricata-ids,tcpdump",wt,0.170
"2022-05-06 17:18:54","netsniff-ng,suricata-ids,tcpdump",wt,0.251
"2022-05-06 17:18:54","netsniff-ng,suricata-ids,tcpdump",wt,0.156
"2022-05-06 17:18:54","netsniff-ng,suricata-ids,tcpdump",wt,0.218
"2022-05-06 17:18:54","netsniff-ng,suricata-ids,tcpdump",wt,0.169
